PO_day,PO_date,PO_start_time,PO_end_time,PO_posting_date,PO_posting_time,PO_duration(Hrs),PO_start_time_short,PO_end_time_short
Tuesday,2021-07-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-07-19 00:00:00,8:16:52 AM,5.0,09:00:00,14:00:00
Saturday,2021-07-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-07-16 00:00:00,8:27:40 AM,5.0,09:00:00,14:00:00
Friday,2021-07-16 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-07-15 00:00:00,10:08:55 AM,8.0,09:00:00,17:00:00
Thursday,2021-07-15 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-07-13 00:00:00,9:38:11 PM,8.0,09:00:00,17:00:00
Tuesday,2021-12-07 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-07-10 00:00:00,8:46:20 AM,8.0,09:00:00,17:00:00
Tuesday,2021-06-29 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-28 00:00:00,10:23:59 PM,4.0,09:00:00,13:00:00
Sunday,2021-06-27 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-26 00:00:00,6:02:34 PM,4.0,09:00:00,13:00:00
Monday,2021-06-28 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-26 00:00:00,5:55:59 PM,4.0,09:00:00,13:00:00
Saturday,2021-06-26 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-25 00:00:00,8:23:07 PM,4.0,09:00:00,13:00:00
Friday,2021-06-25 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-24 00:00:00,2:53:09 PM,4.0,09:00:00,13:00:00
Thursday,2021-06-24 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-23 00:00:00,10:25:02 AM,4.0,09:00:00,13:00:00
Wednesday,2021-06-23 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-22 00:00:00,9:59:05 AM,4.0,09:00:00,13:00:00
Monday,2021-06-21 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-21 00:00:00,8:12:07 AM,4.0,09:00:00,13:00:00
Tuesday,2021-06-22 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-21 00:00:00,8:05:26 AM,4.0,09:00:00,13:00:00
Saturday,2021-06-19 00:00:00,1900-01-01 09:00:00,1900-01-01 13:00:00,2021-06-18 00:00:00,2:25:58 PM,4.0,09:00:00,13:00:00
Saturday,2021-02-06 00:00:00,1900-01-01 09:00:00,1900-01-01 12:00:00,2021-05-31 00:00:00,9:57:15 PM,3.0,09:00:00,12:00:00
Wednesday,2021-01-06 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-05-31 00:00:00,7:05:30 PM,8.0,09:00:00,17:00:00
Friday,2021-04-30 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-28 00:00:00,9:45:58 PM,8.0,09:00:00,17:00:00
Thursday,2021-04-29 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-28 00:00:00,9:42:43 PM,8.0,09:00:00,17:00:00
Wednesday,2021-04-28 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-26 00:00:00,8:49:54 PM,8.0,09:00:00,17:00:00
Tuesday,2021-04-27 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-26 00:00:00,8:45:59 PM,8.0,09:00:00,17:00:00
Monday,2021-04-26 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-26 00:00:00,4:03:05 PM,8.0,09:00:00,17:00:00
Friday,2021-04-23 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-21 00:00:00,6:38:48 PM,8.0,09:00:00,17:00:00
Thursday,2021-04-22 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-21 00:00:00,10:36:44 AM,8.0,09:00:00,17:00:00
Wednesday,2021-04-21 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-19 00:00:00,6:23:32 PM,8.0,09:00:00,17:00:00
Tuesday,2021-04-20 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-19 00:00:00,6:18:19 PM,8.0,09:00:00,17:00:00
Monday,2021-04-19 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-19 00:00:00,9:53:43 AM,8.0,09:00:00,17:00:00
Saturday,2021-04-17 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-17 00:00:00,9:06:09 AM,8.0,09:00:00,17:00:00
Friday,2021-04-16 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-04-15 00:00:00,10:15:32 AM,8.0,09:00:00,17:00:00
Wednesday,2021-03-31 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-30 00:00:00,9:46:12 AM,5.0,09:00:00,14:00:00
Tuesday,2021-03-30 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-29 00:00:00,9:47:02 AM,5.0,09:00:00,14:00:00
Thursday,2021-03-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-24 00:00:00,8:11:35 AM,5.0,09:00:00,14:00:00
Wednesday,2021-03-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-23 00:00:00,9:00:04 AM,5.0,09:00:00,14:00:00
Tuesday,2021-03-23 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-22 00:00:00,9:41:12 AM,5.0,09:00:00,14:00:00
Saturday,2021-03-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-19 00:00:00,9:30:10 AM,5.0,09:00:00,14:00:00
Thursday,2021-03-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-17 00:00:00,8:45:41 AM,5.0,09:00:00,14:00:00
Wednesday,2021-03-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-16 00:00:00,8:57:31 AM,5.0,09:00:00,14:00:00
Tuesday,2021-03-16 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-03-15 00:00:00,9:20:09 AM,8.0,09:00:00,17:00:00
Friday,2021-12-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-11 00:00:00,8:47:57 AM,5.0,09:00:00,14:00:00
Wednesday,2021-11-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-09 00:00:00,12:06:37 PM,5.0,09:00:00,14:00:00
Friday,2021-09-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-08 00:00:00,9:30:22 AM,5.0,09:00:00,14:00:00
Thursday,2021-06-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-04 00:00:00,9:52:31 PM,5.0,09:00:00,14:00:00
Monday,2021-05-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-04 00:00:00,9:49:26 AM,5.0,09:00:00,14:00:00
Saturday,2021-04-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-03 00:00:00,10:15:56 AM,5.0,09:00:00,14:00:00
Wednesday,2021-03-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-02 00:00:00,9:43:27 AM,5.0,09:00:00,14:00:00
Wednesday,2021-02-03 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-03-01 00:00:00,11:50:39 AM,5.0,09:00:00,14:00:00
Saturday,2021-02-27 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2021-02-26 00:00:00,3:51:16 PM,8.0,09:00:00,17:00:00
Tuesday,2021-02-23 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-22 00:00:00,9:59:07 AM,5.0,09:00:00,14:00:00
Thursday,2021-02-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-17 00:00:00,10:45:19 AM,5.0,09:00:00,14:00:00
Tuesday,2021-02-16 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-15 00:00:00,9:50:24 AM,5.0,09:00:00,14:00:00
Thursday,2021-12-02 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-11 00:00:00,10:11:52 AM,5.0,09:00:00,14:00:00
Thursday,2021-09-02 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-08 00:00:00,5:36:09 PM,5.0,09:00:00,14:00:00
Wednesday,2021-06-02 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-05 00:00:00,10:20:54 AM,5.0,09:00:00,14:00:00
Thursday,2021-02-04 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-03 00:00:00,2:36:25 PM,5.0,09:00:00,14:00:00
Thursday,2021-02-04 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-03 00:00:00,2:33:34 PM,5.0,09:00:00,14:00:00
Tuesday,2021-02-02 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-02-01 00:00:00,10:52:27 AM,5.0,09:00:00,14:00:00
Saturday,2021-01-30 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-29 00:00:00,1:31:24 PM,5.0,09:00:00,14:00:00
Friday,2021-01-29 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-28 00:00:00,10:56:43 AM,5.0,09:00:00,14:00:00
Thursday,2021-01-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-27 00:00:00,4:02:19 PM,5.0,09:00:00,14:00:00
Monday,2021-01-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-23 00:00:00,8:23:50 AM,5.0,09:00:00,14:00:00
Friday,2021-01-22 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-21 00:00:00,10:07:25 AM,5.0,09:00:00,14:00:00
Thursday,2021-01-21 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-20 00:00:00,7:25:51 PM,5.0,09:00:00,14:00:00
Sunday,2021-08-01 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-07 00:00:00,9:30:11 PM,5.0,09:00:00,14:00:00
Thursday,2021-07-01 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-06 00:00:00,10:46:18 AM,5.0,09:00:00,14:00:00
Saturday,2021-05-01 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2021-01-04 00:00:00,12:39:16 PM,5.0,09:00:00,14:00:00
Wednesday,2020-12-30 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-29 00:00:00,12:17:25 PM,5.0,09:00:00,14:00:00
Tuesday,2020-12-29 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-25 00:00:00,7:18:34 PM,5.0,09:00:00,14:00:00
Monday,2020-12-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-25 00:00:00,7:14:11 PM,5.0,09:00:00,14:00:00
Thursday,2020-12-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-23 00:00:00,6:01:19 PM,5.0,09:00:00,14:00:00
Wednesday,2020-12-23 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-23 00:00:00,8:40:12 AM,5.0,09:00:00,14:00:00
Tuesday,2020-12-22 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-21 00:00:00,9:57:25 AM,5.0,09:00:00,14:00:00
Monday,2020-12-21 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-21 00:00:00,9:51:58 AM,5.0,09:00:00,14:00:00
Saturday,2020-12-19 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-17 00:00:00,10:31:01 PM,5.0,09:00:00,14:00:00
Tuesday,2020-12-15 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-12 00:00:00,10:22:20 AM,5.0,09:00:00,14:00:00
Thursday,2020-11-12 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-10 00:00:00,9:24:47 AM,5.0,09:00:00,14:00:00
Tuesday,2020-05-12 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-12-04 00:00:00,9:58:17 AM,5.0,09:00:00,14:00:00
Tuesday,2020-11-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-23 00:00:00,10:46:25 AM,5.0,09:00:00,14:00:00
Saturday,2020-11-21 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-20 00:00:00,9:09:04 PM,5.0,09:00:00,14:00:00
Wednesday,2020-11-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-17 00:00:00,8:47:37 AM,5.0,09:00:00,14:00:00
Tuesday,2020-11-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-17 00:00:00,8:42:51 AM,5.0,09:00:00,14:00:00
Friday,2020-12-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-11 00:00:00,6:03:42 PM,5.0,09:00:00,14:00:00
Wednesday,2020-11-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-10 00:00:00,9:38:31 AM,5.0,09:00:00,14:00:00
Saturday,2020-07-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-06 00:00:00,9:17:26 AM,5.0,09:00:00,14:00:00
Monday,2020-05-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-11-04 00:00:00,10:01:50 AM,5.0,09:00:00,14:00:00
Saturday,2020-10-31 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-30 00:00:00,9:00:52 AM,5.0,09:00:00,14:00:00
Thursday,2020-10-29 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-28 00:00:00,9:01:39 AM,5.0,09:00:00,14:00:00
Wednesday,2020-10-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-26 00:00:00,12:49:01 PM,5.0,09:00:00,14:00:00
Wednesday,2020-10-21 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-20 00:00:00,9:45:37 AM,5.0,09:00:00,14:00:00
Tuesday,2020-10-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-20 00:00:00,8:34:44 AM,5.0,09:00:00,14:00:00
Saturday,2020-10-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-16 00:00:00,8:46:21 AM,5.0,09:00:00,14:00:00
Friday,2020-10-16 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-15 00:00:00,4:10:03 PM,5.0,09:00:00,14:00:00
Thursday,2020-10-15 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-14 00:00:00,9:37:22 AM,5.0,09:00:00,14:00:00
Wednesday,2020-10-14 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-13 00:00:00,8:25:18 AM,5.0,09:00:00,14:00:00
Tuesday,2020-10-13 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-10 00:00:00,12:31:57 PM,5.0,09:00:00,14:00:00
Thursday,2020-09-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-09 00:00:00,9:14:51 AM,5.0,09:00:00,14:00:00
Monday,2020-08-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-07 00:00:00,8:54:14 AM,5.0,09:00:00,14:00:00
Friday,2020-07-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-10-07 00:00:00,8:46:44 AM,5.0,09:00:00,14:00:00
Friday,2020-09-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-24 00:00:00,9:01:47 AM,5.0,09:00:00,14:00:00
Thursday,2020-09-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-23 00:00:00,9:47:14 AM,5.0,09:00:00,14:00:00
Wednesday,2020-09-23 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-23 00:00:00,9:37:59 AM,5.0,09:00:00,14:00:00
Friday,2020-10-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-10 00:00:00,1:16:01 PM,5.0,09:00:00,14:00:00
Wednesday,2020-09-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-09 00:00:00,8:41:23 AM,5.0,09:00:00,14:00:00
Sunday,2020-08-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-08 00:00:00,7:39:59 AM,5.0,09:00:00,14:00:00
Saturday,2020-05-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-04 00:00:00,8:22:12 AM,5.0,09:00:00,14:00:00
Monday,2020-03-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-09-03 00:00:00,9:04:33 AM,5.0,09:00:00,14:00:00
Friday,2020-08-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-28 00:00:00,10:13:36 AM,5.0,09:00:00,14:00:00
Thursday,2020-08-27 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-26 00:00:00,8:18:34 AM,5.0,09:00:00,14:00:00
Wednesday,2020-08-26 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-25 00:00:00,12:24:34 PM,5.0,09:00:00,14:00:00
Monday,2020-08-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-24 00:00:00,1:55:00 PM,5.0,09:00:00,14:00:00
Friday,2020-08-21 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-20 00:00:00,9:45:14 AM,5.0,09:00:00,14:00:00
Thursday,2020-08-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-20 00:00:00,9:36:29 AM,5.0,09:00:00,14:00:00
Tuesday,2020-08-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-17 00:00:00,8:47:04 PM,5.0,09:00:00,14:00:00
Thursday,2020-08-13 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-12 00:00:00,3:04:24 PM,5.0,09:00:00,14:00:00
Tuesday,2020-12-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-11 00:00:00,9:33:23 AM,5.0,09:00:00,14:00:00
Thursday,2020-10-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-09 00:00:00,12:55:45 PM,5.0,09:00:00,14:00:00
Wednesday,2020-07-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-06 00:00:00,10:31:58 AM,5.0,09:00:00,14:00:00
Friday,2020-05-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-04 00:00:00,9:51:25 AM,5.0,09:00:00,14:00:00
Wednesday,2020-04-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-03 00:00:00,5:24:29 PM,5.0,09:00:00,14:00:00
Sunday,2020-03-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-08-03 00:00:00,9:18:55 AM,5.0,09:00:00,14:00:00
Friday,2020-07-31 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2020-07-31 00:00:00,9:22:03 AM,5.0,09:00:00,14:00:00
Friday,2020-04-03 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-03-03 00:00:00,10:25:34 AM,8.0,09:00:00,17:00:00
Saturday,2020-02-29 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-28 00:00:00,10:49:54 AM,8.0,09:00:00,17:00:00
Friday,2020-02-28 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-27 00:00:00,10:21:16 AM,8.0,09:00:00,17:00:00
Thursday,2020-02-27 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-26 00:00:00,10:32:25 AM,8.0,09:00:00,17:00:00
Wednesday,2020-02-26 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-25 00:00:00,9:56:42 AM,8.0,09:00:00,17:00:00
Tuesday,2020-02-25 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-24 00:00:00,10:34:41 AM,8.0,09:00:00,17:00:00
Friday,2020-02-21 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-20 00:00:00,5:33:53 PM,8.0,09:00:00,17:00:00
Thursday,2020-02-20 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-19 00:00:00,10:18:08 AM,8.0,09:00:00,17:00:00
Wednesday,2020-02-19 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-18 00:00:00,10:28:26 AM,8.0,09:00:00,17:00:00
Tuesday,2020-02-18 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-17 00:00:00,11:02:11 AM,8.0,09:00:00,17:00:00
Monday,2020-02-17 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-16 00:00:00,10:18:29 AM,8.0,09:00:00,17:00:00
Saturday,2020-02-15 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-14 00:00:00,10:44:15 AM,8.0,09:00:00,17:00:00
Friday,2020-02-14 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-13 00:00:00,10:29:22 AM,8.0,09:00:00,17:00:00
Thursday,2020-02-13 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-12 00:00:00,10:47:56 AM,8.0,09:00:00,17:00:00
Wednesday,2020-12-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-11 00:00:00,10:41:27 AM,8.0,09:00:00,17:00:00
Monday,2020-11-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-10 00:00:00,10:49:24 AM,8.0,09:00:00,17:00:00
Friday,2020-10-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-09 00:00:00,10:18:11 AM,8.0,09:00:00,17:00:00
Thursday,2020-07-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-06 00:00:00,10:40:08 AM,8.0,09:00:00,17:00:00
Tuesday,2020-06-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-05 00:00:00,10:17:07 AM,8.0,09:00:00,17:00:00
Saturday,2020-05-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-04 00:00:00,10:09:20 AM,8.0,09:00:00,17:00:00
Thursday,2020-04-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-03 00:00:00,10:26:28 AM,8.0,09:00:00,17:00:00
Monday,2020-03-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-02-03 00:00:00,10:16:23 AM,8.0,09:00:00,17:00:00
Thursday,2020-01-02 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-31 00:00:00,2:36:32 PM,8.0,09:00:00,17:00:00
Friday,2020-01-31 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-30 00:00:00,10:32:36 AM,8.0,09:00:00,17:00:00
Thursday,2020-01-30 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-29 00:00:00,10:02:40 AM,8.0,09:00:00,17:00:00
Wednesday,2020-01-29 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-28 00:00:00,9:58:27 AM,8.0,09:00:00,17:00:00
Tuesday,2020-01-28 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-27 00:00:00,11:06:51 AM,8.0,09:00:00,17:00:00
Monday,2020-01-27 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-27 00:00:00,11:02:22 AM,8.0,09:00:00,17:00:00
Friday,2020-01-24 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-23 00:00:00,10:23:33 AM,8.0,09:00:00,17:00:00
Thursday,2020-01-23 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-22 00:00:00,10:33:56 AM,8.0,09:00:00,17:00:00
Wednesday,2020-01-22 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-21 00:00:00,12:40:56 PM,8.0,09:00:00,17:00:00
Tuesday,2020-01-21 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-20 00:00:00,10:19:39 AM,8.0,09:00:00,17:00:00
Thursday,2020-10-01 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-09 00:00:00,9:55:27 AM,8.0,09:00:00,17:00:00
Tuesday,2020-09-01 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-08 00:00:00,10:44:42 AM,8.0,09:00:00,17:00:00
Wednesday,2020-07-01 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-06 00:00:00,9:47:51 AM,8.0,09:00:00,17:00:00
Wednesday,2020-04-01 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-03 00:00:00,10:39:03 AM,8.0,09:00:00,17:00:00
Sunday,2020-03-01 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2020-01-02 00:00:00,5:18:31 PM,8.0,09:00:00,17:00:00
Saturday,2019-12-28 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-12-27 00:00:00,11:08:20 AM,8.0,09:00:00,17:00:00
Tuesday,2019-12-24 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-12-23 00:00:00,10:16:27 AM,8.0,09:00:00,17:00:00
