PO_day,PO_date,PO_start_time,PO_end_time,PO_posting_date,PO_posting_time,PO_duration(Hrs),PO_start_time_short,PO_end_time_short
Saturday,2019-12-21 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-12-20 00:00:00,10:42:47 AM,8.0,09:00:00,17:00:00
Friday,2019-07-12 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-12-06 00:00:00,10:13:38 AM,8.0,09:00:00,17:00:00
Sunday,2019-05-12 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-12-04 00:00:00,9:46:19 AM,8.0,09:00:00,17:00:00
Saturday,2019-11-30 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-29 00:00:00,9:48:09 AM,8.0,09:00:00,17:00:00
Thursday,2019-11-28 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-27 00:00:00,10:41:09 AM,8.0,09:00:00,17:00:00
Wednesday,2019-11-27 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-26 00:00:00,10:14:10 AM,8.0,09:00:00,17:00:00
Tuesday,2019-11-26 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-25 00:00:00,9:40:52 AM,8.0,09:00:00,17:00:00
Friday,2019-11-22 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-21 00:00:00,10:09:18 AM,8.0,09:00:00,17:00:00
Thursday,2019-11-21 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-20 00:00:00,9:55:43 AM,8.0,09:00:00,17:00:00
Tuesday,2019-11-19 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-18 00:00:00,9:40:23 AM,8.0,09:00:00,17:00:00
Saturday,2019-11-16 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-15 00:00:00,10:27:40 AM,8.0,09:00:00,17:00:00
Friday,2019-11-15 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-14 00:00:00,10:00:33 AM,8.0,09:00:00,17:00:00
Thursday,2019-11-14 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-13 00:00:00,9:59:53 AM,8.0,09:00:00,17:00:00
Wednesday,2019-11-13 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-12 00:00:00,9:55:44 AM,8.0,09:00:00,17:00:00
Wednesday,2019-09-11 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-08 00:00:00,9:43:08 AM,8.0,09:00:00,17:00:00
Sunday,2019-08-11 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-07 00:00:00,12:24:09 PM,8.0,09:00:00,17:00:00
Thursday,2019-07-11 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-06 00:00:00,10:09:28 AM,8.0,09:00:00,17:00:00
Saturday,2019-05-11 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-11-04 00:00:00,9:44:26 AM,8.0,09:00:00,17:00:00
Thursday,2019-10-31 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-10-30 00:00:00,10:47:50 AM,8.0,09:00:00,17:00:00
Wednesday,2019-10-23 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-10-22 00:00:00,10:04:52 AM,8.0,09:00:00,17:00:00
Tuesday,2019-10-22 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-10-21 00:00:00,10:32:50 AM,8.0,09:00:00,17:00:00
Saturday,2019-10-19 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-10-18 00:00:00,10:03:32 AM,8.0,09:00:00,17:00:00
Friday,2019-10-18 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2019-10-17 00:00:00,9:58:10 AM,8.0,09:00:00,17:00:00
Thursday,2019-10-17 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-10-16 00:00:00,10:02:22 AM,7.0,09:00:00,16:00:00
Wednesday,2019-10-16 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-10-15 00:00:00,9:25:28 AM,7.0,09:00:00,16:00:00
Tuesday,2019-10-15 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-10-14 00:00:00,11:28:06 AM,7.0,09:00:00,16:00:00
Sunday,2019-11-10 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-10-10 00:00:00,9:55:56 AM,7.0,09:00:00,16:00:00
Thursday,2019-10-10 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-10-09 00:00:00,11:51:27 AM,7.0,09:00:00,16:00:00
Friday,2019-05-10 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-10-04 00:00:00,6:05:00 PM,7.0,09:00:00,16:00:00
Thursday,2019-03-07 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-07-02 00:00:00,10:00:17 AM,7.0,09:00:00,16:00:00
Thursday,2019-02-07 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-07-01 00:00:00,10:05:27 AM,7.0,09:00:00,16:00:00
Saturday,2019-06-29 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-06-28 00:00:00,11:11:39 AM,7.0,09:00:00,16:00:00
Friday,2019-07-05 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2019-05-06 00:00:00,9:43:43 AM,7.0,09:00:00,16:00:00
Friday,2018-08-24 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2018-08-23 00:00:00,9:57:24 AM,7.0,09:00:00,16:00:00
Thursday,2018-08-23 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2018-08-22 00:00:00,9:45:26 AM,7.0,09:00:00,16:00:00
Tuesday,2018-07-24 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2018-07-23 00:00:00,10:03:05 AM,7.0,09:00:00,16:00:00
Wednesday,2018-01-31 00:00:00,1900-01-01 09:00:00,1900-01-01 16:00:00,2018-01-30 00:00:00,11:02:15 AM,7.0,09:00:00,16:00:00
Friday,2017-08-04 00:00:00,1900-01-01 10:00:00,1900-01-01 16:00:00,2017-08-03 00:00:00,4:38:00 PM,6.0,10:00:00,16:00:00
Tuesday,2017-08-01 00:00:00,1900-01-01 10:00:00,1900-01-01 16:00:00,2017-07-31 00:00:00,2:57:45 PM,6.0,10:00:00,16:00:00
Friday,2017-07-28 00:00:00,1900-01-01 10:00:00,1900-01-01 16:00:00,2017-07-27 00:00:00,4:26:14 PM,6.0,10:00:00,16:00:00
Tuesday,2017-04-25 00:00:00,1900-01-01 06:00:00,1900-01-01 14:00:00,2017-04-24 00:00:00,4:49:32 PM,8.0,06:00:00,14:00:00
Saturday,2016-03-26 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2016-03-25 00:00:00,2:38:48 PM,8.0,09:00:00,17:00:00
Friday,2016-02-19 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2016-02-18 00:00:00,9:36:57 AM,5.0,09:00:00,14:00:00
Tuesday,2014-11-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-16 00:00:00,9:21:51 AM,5.0,09:00:00,14:00:00
Monday,2014-11-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-16 00:00:00,9:05:20 AM,5.0,09:00:00,14:00:00
Saturday,2014-11-15 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-14 00:00:00,10:07:38 AM,5.0,09:00:00,14:00:00
Friday,2014-11-14 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-12 00:00:00,4:27:17 PM,5.0,09:00:00,14:00:00
Thursday,2014-11-13 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-11 00:00:00,4:11:21 PM,5.0,09:00:00,14:00:00
Thursday,2014-12-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-10 00:00:00,5:51:28 PM,5.0,09:00:00,14:00:00
Tuesday,2014-11-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-10 00:00:00,9:59:30 AM,5.0,09:00:00,14:00:00
Monday,2014-08-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-06 00:00:00,5:41:34 PM,5.0,09:00:00,14:00:00
Friday,2014-07-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-05 00:00:00,6:11:17 PM,5.0,09:00:00,14:00:00
Wednesday,2014-06-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-03 00:00:00,5:00:36 PM,5.0,09:00:00,14:00:00
Sunday,2014-05-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-03 00:00:00,4:59:09 PM,5.0,09:00:00,14:00:00
Tuesday,2014-03-11 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-11-02 00:00:00,11:14:53 AM,5.0,09:00:00,14:00:00
Friday,2014-10-31 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-30 00:00:00,9:49:21 AM,5.0,09:00:00,14:00:00
Thursday,2014-10-30 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-28 00:00:00,4:56:48 PM,5.0,09:00:00,14:00:00
Wednesday,2014-10-29 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-27 00:00:00,5:56:07 PM,5.0,09:00:00,14:00:00
Tuesday,2014-10-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-27 00:00:00,5:51:12 PM,5.0,09:00:00,14:00:00
Tuesday,2014-10-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-25 00:00:00,6:11:19 PM,5.0,09:00:00,14:00:00
Monday,2014-10-27 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-25 00:00:00,6:09:54 PM,5.0,09:00:00,14:00:00
Saturday,2014-10-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-24 00:00:00,11:04:26 AM,5.0,09:00:00,14:00:00
Friday,2014-10-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-24 00:00:00,11:02:30 AM,5.0,09:00:00,14:00:00
Monday,2014-10-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-19 00:00:00,11:08:55 AM,5.0,09:00:00,14:00:00
Saturday,2014-10-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-17 00:00:00,10:11:25 AM,5.0,09:00:00,14:00:00
Friday,2014-10-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-16 00:00:00,10:31:53 AM,5.0,09:00:00,14:00:00
Thursday,2014-10-16 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-15 00:00:00,10:13:05 AM,5.0,09:00:00,14:00:00
Wednesday,2014-10-15 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-13 00:00:00,6:14:25 PM,5.0,09:00:00,14:00:00
Tuesday,2014-10-14 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-11 00:00:00,5:09:49 PM,5.0,09:00:00,14:00:00
Monday,2014-10-13 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-11 00:00:00,5:06:20 PM,5.0,09:00:00,14:00:00
Monday,2014-11-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-09 00:00:00,5:45:49 PM,5.0,09:00:00,14:00:00
Friday,2014-10-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-09 00:00:00,5:41:06 PM,5.0,09:00:00,14:00:00
Wednesday,2014-09-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-07 00:00:00,5:16:30 PM,5.0,09:00:00,14:00:00
Sunday,2014-08-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-06 00:00:00,9:52:30 AM,5.0,09:00:00,14:00:00
Thursday,2014-07-10 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-10-06 00:00:00,9:30:08 AM,5.0,09:00:00,14:00:00
Sunday,2014-10-05 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2014-10-04 00:00:00,12:33:02 PM,8.0,09:00:00,17:00:00
Saturday,2014-09-27 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-25 00:00:00,4:51:09 PM,5.0,09:00:00,14:00:00
Friday,2014-09-26 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-24 00:00:00,5:25:55 PM,5.0,09:00:00,14:00:00
Thursday,2014-09-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-23 00:00:00,3:41:43 PM,5.0,09:00:00,14:00:00
Wednesday,2014-09-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-22 00:00:00,3:38:07 PM,5.0,09:00:00,14:00:00
Saturday,2014-09-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-18 00:00:00,5:10:17 PM,5.0,09:00:00,14:00:00
Friday,2014-09-19 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-17 00:00:00,4:38:55 PM,5.0,09:00:00,14:00:00
Thursday,2014-09-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-16 00:00:00,5:14:13 PM,5.0,09:00:00,14:00:00
Wednesday,2014-09-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-15 00:00:00,5:09:09 PM,5.0,09:00:00,14:00:00
Tuesday,2014-09-16 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-13 00:00:00,6:29:46 PM,5.0,09:00:00,14:00:00
Monday,2014-09-15 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-13 00:00:00,6:13:05 PM,5.0,09:00:00,14:00:00
Saturday,2014-09-13 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-11 00:00:00,4:12:47 PM,5.0,09:00:00,14:00:00
Tuesday,2014-12-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-10 00:00:00,4:17:17 PM,5.0,09:00:00,14:00:00
Sunday,2014-11-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-09 00:00:00,3:56:40 PM,5.0,09:00:00,14:00:00
Thursday,2014-10-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-08 00:00:00,4:59:46 PM,5.0,09:00:00,14:00:00
Tuesday,2014-09-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-06 00:00:00,3:39:11 PM,5.0,09:00:00,14:00:00
Saturday,2014-08-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-06 00:00:00,3:36:19 PM,5.0,09:00:00,14:00:00
Monday,2014-06-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-04 00:00:00,4:15:42 PM,5.0,09:00:00,14:00:00
Friday,2014-05-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-03 00:00:00,4:21:35 PM,5.0,09:00:00,14:00:00
Sunday,2014-03-09 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-09-01 00:00:00,4:36:05 PM,5.0,09:00:00,14:00:00
Saturday,2014-08-30 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-29 00:00:00,9:56:54 AM,5.0,09:00:00,14:00:00
Thursday,2014-08-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-26 00:00:00,5:06:32 PM,5.0,09:00:00,14:00:00
Wednesday,2014-08-27 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-25 00:00:00,4:03:05 PM,5.0,09:00:00,14:00:00
Tuesday,2014-08-26 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-23 00:00:00,4:53:05 PM,5.0,09:00:00,14:00:00
Monday,2014-08-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-23 00:00:00,4:50:59 PM,5.0,09:00:00,14:00:00
Saturday,2014-08-23 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-21 00:00:00,4:52:53 PM,5.0,09:00:00,14:00:00
Friday,2014-08-22 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-21 00:00:00,4:48:52 PM,5.0,09:00:00,14:00:00
Thursday,2014-08-21 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-19 00:00:00,3:50:49 PM,5.0,09:00:00,14:00:00
Wednesday,2014-08-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-18 00:00:00,3:46:03 PM,5.0,09:00:00,14:00:00
Tuesday,2014-08-19 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-16 00:00:00,2:57:41 PM,5.0,09:00:00,14:00:00
Monday,2014-08-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-16 00:00:00,2:55:58 PM,5.0,09:00:00,14:00:00
Saturday,2014-08-16 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-14 00:00:00,5:36:40 PM,5.0,09:00:00,14:00:00
Thursday,2014-08-14 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-12 00:00:00,5:24:13 PM,5.0,09:00:00,14:00:00
Wednesday,2014-08-13 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-11 00:00:00,4:13:52 PM,5.0,09:00:00,14:00:00
Monday,2014-12-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-09 00:00:00,1:49:40 PM,5.0,09:00:00,14:00:00
Saturday,2014-11-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-09 00:00:00,1:48:18 PM,5.0,09:00:00,14:00:00
Monday,2014-09-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-07 00:00:00,5:46:00 PM,5.0,09:00:00,14:00:00
Friday,2014-08-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-06 00:00:00,4:56:20 PM,5.0,09:00:00,14:00:00
Tuesday,2014-07-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-05 00:00:00,3:49:26 PM,5.0,09:00:00,14:00:00
Sunday,2014-06-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-04 00:00:00,3:41:51 PM,5.0,09:00:00,14:00:00
Thursday,2014-05-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-02 00:00:00,5:33:54 PM,5.0,09:00:00,14:00:00
Tuesday,2014-04-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-08-02 00:00:00,5:29:49 PM,5.0,09:00:00,14:00:00
Saturday,2014-02-08 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-31 00:00:00,3:47:04 PM,5.0,09:00:00,14:00:00
Thursday,2014-07-31 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-28 00:00:00,5:10:17 PM,5.0,09:00:00,14:00:00
Wednesday,2014-07-30 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-28 00:00:00,5:08:02 PM,5.0,09:00:00,14:00:00
Monday,2014-07-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-26 00:00:00,3:47:58 PM,5.0,09:00:00,14:00:00
Saturday,2014-07-26 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-25 00:00:00,9:51:30 AM,5.0,09:00:00,14:00:00
Friday,2014-07-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-23 00:00:00,3:44:24 PM,5.0,09:00:00,14:00:00
Thursday,2014-07-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-22 00:00:00,3:56:17 PM,5.0,09:00:00,14:00:00
Wednesday,2014-07-23 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-21 00:00:00,4:15:09 PM,5.0,09:00:00,14:00:00
Tuesday,2014-07-22 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-19 00:00:00,4:00:11 PM,5.0,09:00:00,14:00:00
Thursday,2014-07-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-15 00:00:00,4:15:19 PM,5.0,09:00:00,14:00:00
Tuesday,2014-07-15 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-11 00:00:00,5:03:32 PM,5.0,09:00:00,14:00:00
Friday,2014-11-07 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-09 00:00:00,3:03:18 PM,5.0,09:00:00,14:00:00
Tuesday,2014-10-07 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-08 00:00:00,4:09:15 PM,5.0,09:00:00,14:00:00
Sunday,2014-09-07 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-07 00:00:00,4:54:56 PM,5.0,09:00:00,14:00:00
Thursday,2014-08-07 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-05 00:00:00,3:54:44 PM,5.0,09:00:00,14:00:00
Wednesday,2014-05-07 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-03 00:00:00,4:34:37 PM,5.0,09:00:00,14:00:00
Monday,2014-04-07 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-02 00:00:00,3:34:36 PM,5.0,09:00:00,14:00:00
Friday,2014-02-07 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-07-01 00:00:00,10:20:37 AM,5.0,09:00:00,14:00:00
Sunday,2014-06-29 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-28 00:00:00,11:23:40 AM,5.0,09:00:00,14:00:00
Saturday,2014-06-28 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-26 00:00:00,4:53:09 PM,5.0,09:00:00,14:00:00
Friday,2014-06-27 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-25 00:00:00,5:55:38 PM,5.0,09:00:00,14:00:00
Thursday,2014-06-26 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-24 00:00:00,3:55:09 PM,5.0,09:00:00,14:00:00
Wednesday,2014-06-25 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-23 00:00:00,4:42:03 PM,5.0,09:00:00,14:00:00
Tuesday,2014-06-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-21 00:00:00,5:01:29 PM,5.0,09:00:00,14:00:00
Monday,2014-06-23 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-21 00:00:00,4:59:18 PM,5.0,09:00:00,14:00:00
Saturday,2014-06-21 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-19 00:00:00,4:34:02 PM,5.0,09:00:00,14:00:00
Friday,2014-06-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-18 00:00:00,4:30:02 PM,5.0,09:00:00,14:00:00
Thursday,2014-06-19 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-17 00:00:00,5:18:26 PM,5.0,09:00:00,14:00:00
Wednesday,2014-06-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-16 00:00:00,4:21:18 PM,5.0,09:00:00,14:00:00
Tuesday,2014-06-17 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-14 00:00:00,10:07:32 AM,5.0,09:00:00,14:00:00
Monday,2014-06-16 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-14 00:00:00,10:06:18 AM,5.0,09:00:00,14:00:00
Friday,2014-06-13 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-11 00:00:00,5:00:09 PM,5.0,09:00:00,14:00:00
Saturday,2014-12-06 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-10 00:00:00,4:12:15 PM,5.0,09:00:00,14:00:00
Thursday,2014-11-06 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-09 00:00:00,4:03:40 PM,5.0,09:00:00,14:00:00
Monday,2014-10-06 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-06-09 00:00:00,10:50:00 AM,5.0,09:00:00,14:00:00
Saturday,2014-05-24 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-23 00:00:00,2:15:04 PM,5.0,09:00:00,14:00:00
Thursday,2014-05-22 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-21 00:00:00,11:16:23 AM,5.0,09:00:00,14:00:00
Tuesday,2014-05-20 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-19 00:00:00,10:25:07 AM,5.0,09:00:00,14:00:00
Sunday,2014-05-18 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-17 00:00:00,6:04:36 PM,5.0,09:00:00,14:00:00
Saturday,2014-05-17 00:00:00,1900-01-01 09:00:00,1900-01-01 17:00:00,2014-05-16 00:00:00,2:43:16 PM,8.0,09:00:00,17:00:00
Sunday,2014-10-05 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-09 00:00:00,4:13:21 PM,5.0,09:00:00,14:00:00
Friday,2014-09-05 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-08 00:00:00,3:25:55 PM,5.0,09:00:00,14:00:00
Tuesday,2014-08-05 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-07 00:00:00,12:09:01 PM,5.0,09:00:00,14:00:00
Saturday,2014-07-05 00:00:00,1900-01-01 09:00:00,1900-01-01 14:00:00,2014-05-06 00:00:00,11:18:47 AM,5.0,09:00:00,14:00:00
