Hydro,Pykara,1954,59.2,0.874,0.174,0.7
Hydro,Moyar,1953,36,35.87,0.522,35.348
Hydro,Kundah - 1,1964,60,93.22,0.731,92.489
Hydro,Kundah - 2,1964,175,226.21,0.757,225.453
Hydro,Kundah - 3,1978,180,137.9,1.718,136.182
Hydro,Kundah - 4,1978,100,21.39,0.147,21.243
Hydro,Kundah - 5,1988,40,22.07,0.217,21.853
Hydro,Mettur Dam,1946,50,38.56,1.82,36.74
Hydro,Mettur Tunnel,1966,200,37.64,0.498,37.142
Hydro,LMHEP - Barrage - 1,1987,30,13.17,0.634,12.536
Hydro,LMHEP - Barrage - 2,1988,30,13.08,0.509,12.571
Hydro,LMHEP - Barrage - 3,1987,30,11.67,0.574,11.096
Hydro,LMHEP - Barrage - 4,1988,30,8.71,0.397,8.313
Hydro,"Bhavani Kattalai PH - 1, PH - 2 and PH - 3","2006, 2012 and 2013",90,10.61,1.214,9.396
Hydro,Bhavani Barrage 2 PH,2012,10,11.63,0,11.63
Hydro,Bhavani Barrage PH,2013,10,7.12,0,7.12
Hydro,Periyar,1965,168,122.36,0.875,121.485
Hydro,Papanasam,1951,32,41.2,0.723,40.477
Hydro,Aliyar,1970,60,30.88,0.38,30.5
Hydro,Kadamparai,1988,400,130.25,3.032,127.218
Hydro,Kodayar - 1,1971,60,90.86,0.397,90.463
Hydro,Kodayar - 2,1971,40,7.48,0.154,7.326
Thermal,Tuticorin TPS,1979-1991,1050,7674.32,434.363,7239.957
Gas,Kovil Kalappal,2001,107.9,57.6,36.817,20.783
Gas,Kuttalam,2004,101,118.65,44.263,74.387